STUDENT ID,AFE 101,AFE 103,BIO 101,CHM101,CSC 101,GST 111,GST 113,GST 115,MAT 101,PHY 101,PHY 103,PHY 107,STA 111,100L_1ST_GPA,100L_1ST_CGPA,100L_1ST_REMARK,AFE 124,AFE126,AFE128,AFE130,AFE132,CSC 102,CSC 104,GST114,GST122,MAT102,MAT104,PHY 102,PHY108,STA 132,100L_2ND_GPA,100L_2ND_CGPA,100L_2ND_REMARK,AFE 101,AFE 103,AFE203,AFE2051,BIO 101,CHM101,CSC 101,CSC 201,CSC203,CSC205,CSC207,CSC2093,CSC 211,GST 111,GST 113,GST 115,MAT 101,MAT201,MAT 205,PHY 101,PHY 103,PHY 107,STA 111,STA 211,200L_1ST_GPA,200L_1ST_CGPA,200L_1ST_REMARK,AFE126,AFE130,AFE202,CSC 102,CSC 104,CSC202,CSC204,CSC206,CSC208,GST114,GST212,MAT102,MAT104,MAT204,PHY 102,PHY108,PHY202,STA 132,200L_2ND_GPA,200L_2ND_CGPA,200L_2ND_REMARK,AFE 103,AFE203,AFE2051,BIO 101,CSC 201,CSC203,CSC205,CSC207,CSC2093,CSC 211,CSC299,CSC301,CSC303,CSC305,CSC307,CSC309,CSC311,CSC315,GST 113,GST 115,GST301,MAT 101,MAT201,MAT 205,PHY 101,PHY 107,STA 111,STA 211,300L_1ST_GPA,300L_1ST_CGPA,300L_1ST_REMARK,AFE126,AFE128,AFE202,CSC202,CSC 204,CSC 206,CSC 208,CSC208,CSC 302,CSC 304,CSC 306,CSC 308,CSC 310,CSC 312,CSC 314,GST212,MAT 204,PHY 102,PHY108,PHY 202,300L_2ND_GPA,300L_2ND_CGPA,300L_2ND_REMARK
81,,,,,,,,,,,,,,0.00,0.00,"CSC101,STA111,CHM101,BIO101,AFE101,AFE103,GST111,GST113,GST115,PHY101,PHY103,PHY107,MAT101",,,,,,5F,0F,0F,0F,0F,0F,31F,0F,,0.00,0.00,"GST122,GST114,CSC104,PHY108,PHY102,MAT104,MAT102,CSC102,STA132,AFE124,AFE126,AFE128,AFE130,AFE132,CSC101,STA111,CHM101,BIO101,AFE101,AFE103,GST111,GST113,GST115,PHY101,PHY103,PHY107,MAT101",,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,"CSC211,CSC207,STA211,CSC2093,CSC201,CSC205,MAT201,CSC203,MAT205,AFE203,AFE2051,GST122,GST114,CSC104,PHY108,PHY102,MAT104,MAT102,CSC102,STA132,AFE124,AFE126,AFE128,AFE130,AFE132,CSC101,STA111,CHM101,BIO101,AFE101,AFE103,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205",,,,,,,,,,,,,,,,,,,0.00,0.00,"CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205,MAT201,CSC203,MAT205,AFE203,AFE2051,GST122,GST114,CSC104,PHY108,PHY102,MAT104,MAT102,CSC102,STA132,AFE124,AFE126,AFE128,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,"CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC299,CSC315,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205,MAT201,CSC203,MAT205,AFE203,AFE2051,GST122,GST114,CSC104,CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC299,CSC315,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205",,,,,,,,,,,,,,,,,,,,,0.00,0.00,"CSC302,CSC304,CSC306,CSC308,CSC310,CSC312,CSC314,CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC299,CSC315,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205,MAT201,CCSC302,CSC304,CSC306,CSC308,CSC310,CSC312,CSC314,CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC299,CSC315,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205"
82,57C,53C,45D,52C,45D,60B,62B,22F,77A,32F,76A,0F,45D,2.64,2.64,"PHY107,GST115,PHY101",71A,,62B,,,60B,70A,61B,70A,45D,52C,54C,73A,46D,3.63,3.10,"PHY107,GST115,PHY101",,,,,,,,45D,66B,60B,,48D,55C,,,59C,,50C,45D,45D,,,,45D,2.72,3.10,"CSC207,AFE203,AFE2051,PHY107",,,,,,66B,62B,60B,58C,,,,,71A,,,50C,,3.83,3.14,"AFE202,GST212,CSC207,AFE203,AFE2051,PHY107",,56C,,,,,,,,,50C,79A,62B,60B,60B,45D,52C,62B,,,64B,,,,,,,,3.63,3.14,"CSC207,PHY107",,,71A,,,,,,67B,46D,64B,70A,60B,45D,60B,52C,,,,,3.60,3.25,"CSC207,PHY107"
83,46D,46D,45D,50C,46D,45D,45D,54C,61B,50C,50C,62B,45D,2.61,2.61,PASS,65B,,,,75A,45D,60B,57C,52C,50C,50C,50C,67B,50C,3.17,2.87,PASS,,,,77A,,,,45D,62B,46D,46D,45D,66B,,,,,60B,56C,,,,,45D,2.80,2.87,PASS,,,83A,,,67B,71A,70A,51C,,57C,,,71A,,,61B,,4.24,3.14,PASS,,,,,,,,,,,70A,59C,45D,66B,60B,45D,55C,71A,,,55C,,,,,,,,3.46,3.14,PASS,,,,,,,,,66B,25F,63B,65B,56C,45D,53C,,,,,,2.91,3.21,CSC304
84,45D,45D,24F,65B,52C,46D,50C,45D,50C,63B,56C,0F,51C,2.54,2.54,"PHY107,BIO101",,47D,,51C,,45D,70A,54C,53C,71A,60B,55C,45D,66B,3.50,2.98,"PHY107,BIO101",,,64B,,54C,,,53C,63B,53C,51C,53C,54C,,,,,61B,52C,,,,,50C,3.25,2.98,PHY107,,,90A,,,67B,57C,70A,54C,,78A,,,67B,,,76A,,4.14,3.30,PHY107,,,,,,,,,,,70A,60B,50C,60B,51C,51C,65B,56C,,,54C,,,,,,,,3.58,3.30,PHY107,,,,,,,,,77A,45D,62B,61B,70A,60B,45D,,,,,,3.77,3.35,PHY107
85,46D,45D,45D,45D,60B,45D,46D,45D,51C,54C,65B,46D,45D,2.54,2.54,PASS,,52C,,61B,,50C,52C,46D,56C,50C,45D,50C,66B,45D,2.79,2.65,PASS,,,52C,,,,,50C,50C,60B,45D,45D,62B,,,,,46D,45D,,,,,45D,2.60,2.65,PASS,,,70A,,,66B,80A,66B,54C,,65B,,,66B,,,70A,,4.19,2.97,PASS,,,,,,,,,,,70A,61B,58C,71A,60B,50C,53C,62B,,,63B,,,,,,,,3.88,2.97,PASS,,,,,,,,,62B,50C,53C,64B,60B,50C,60B,,,,,,3.59,3.16,PASS
86,57C,46D,45D,45D,50C,45D,35F,48D,77A,23F,60B,74A,45D,2.43,2.43,"GST113,PHY101",,50C,,,82A,45D,54C,50C,54C,60B,45D,55C,66B,45D,2.92,2.65,"GST113,PHY101",,,,,,,,45D,60B,32F,61B,18F,73A,,60B,,,52C,54C,64B,,,,45D,2.68,2.65,"CSC205,CSC2093,AFE203,AFE2051",,,75A,,,72A,79A,73A,52C,,83A,,,62B,,,74A,,4.57,3.06,"CSC205,CSC2093,AFE203,AFE2051",,,,,,,45D,,38F,,71A,70A,50C,68B,60B,45D,52C,55C,,,,,,,,,,,3.21,3.06,"GST301,CSC2093,AFE203,AFE2051",,,,,,,,,73A,45D,60B,61B,62B,62B,50C,,,,,,3.77,3.09,"GST301,CSC2093,AFE203,AFE2051"
87,52C,51C,45D,60B,64B,60B,58C,70A,72A,54C,60B,68B,56C,3.64,3.64,PASS,,46D,,80A,,70A,60B,54C,55C,50C,45D,51C,64B,45D,3.25,3.46,PASS,,,67B,,,,,53C,61B,63B,45D,64B,72A,,,,,67B,54C,,,,,60B,3.56,3.46,PASS,,,82A,,,66B,70A,56C,60B,,61B,,,71A,,,69B,,4.19,3.64,PASS,,,,,,,,,,,70A,64B,50C,67B,64B,60B,60B,72A,,,60B,,,,,,,,4.12,3.64,PASS,,,,,,,,,67B,45D,62B,51C,50C,50C,50C,,,,,,3.18,3.74,PASS
88,52C,48D,45D,55C,46D,45D,48D,56C,47D,31F,54C,78A,60B,2.46,2.46,PHY101,77A,,,39F,,50C,50C,53C,51C,15F,45D,29F,30F,45D,1.88,2.19,"PHY108,PHY102,MAT102,AFE130,PHY101",,,,63B,,,,27F,55C,60B,45D,60B,50C,,,,,60B,50C,55C,,,,60B,3.00,2.19,"CSC201,PHY102",,63B,,,,45D,50C,45D,60B,,45D,46D,,60B,26F,57C,55C,,2.54,2.49,"AFE202,CSC201,PHY102",,,,,50C,,,,,,70A,60B,50C,60B,54C,45D,61B,45D,,,51C,,,,,,,,3.31,2.49,AFE202,,,,,,,,,70A,50C,60B,50C,60B,50C,60B,,,72A,,,3.92,2.66,AFE202
89,54C,47D,46D,55C,45D,45D,60B,45D,45D,20F,70A,0F,53C,2.39,2.39,"PHY107,PHY101",50C,,,51C,,45D,45D,45D,45D,45D,50C,50C,45D,27F,2.17,2.29,"STA132,PHY107,PHY101",,,,81A,,,,45D,61B,33F,24F,45D,50C,,,,,30F,45D,70A,,,,45D,1.93,2.29,"CSC205,CSC207,MAT201,PHY107",,,79A,,,71A,54C,52C,61B,,67B,,,61B,,,46D,82A,3.74,2.52,"CSC205,CSC207,MAT201,PHY107",,,,,,,,4F,,,70A,61B,,,,45D,50C,25F,,,57C,,10F,,,60B,,,2.17,2.52,"CSC315,CSC305,CSC303,CSC307,CSC205,CSC207,MAT201",,,,,,,,,50C,23F,54C,61B,50C,45D,45D,,,,,,2.45,2.45,"CSC304,CSC315,CSC305,CSC303,CSC307,CSC205,CSC207,MAT201"
90,46D,46D,46D,52C,45D,53C,46D,50C,45D,45D,58C,24F,45D,2.25,2.25,PHY107,,46D,54C,,,50C,56C,63B,50C,17F,50C,54C,64B,50C,2.71,2.46,"MAT102,PHY107",,,46D,,,,,45D,60B,45D,27F,45D,,,,,,51C,50C,,,,,45D,2.25,2.46,"CSC207,CSC211,PHY107",,,56C,,,45D,55C,47D,47D,,61B,46D,,61B,,,61B,,2.83,2.50,"CSC207,CSC211,PHY107",,,,,,,,,,,70A,68B,50C,70A,56C,45D,50C,50C,,,63B,,,,,,,,3.54,2.50,"CSC207,CSC211,PHY107",,,,,,,,,70A,45D,50C,70A,53C,16F,50C,,,,,,3.09,2.71,"CSC312,CSC207,CSC211,PHY107"
91,52C,46D,19F,50C,45D,45D,28F,31F,50C,20F,55C,0F,18F,1.39,1.39,"PHY107,BIO101,GST115,GST113,PHY101,STA111",,46D,,53C,,19F,50C,46D,45D,45D,45D,52C,56C,18F,1.92,1.63,"STA132,CSC102,PHY107,BIO101,GST115,GST113,PHY101,STA111",,,,,45D,,,,,23F,,11F,,,45D,11F,,,19F,45D,,,30F,,0.70,1.63,"CSC205,MAT205,CSC2093,CSC211,CSC207,STA211,CSC201,MAT201,CSC203,AFE203,AFE2051,STA132,PHY107,GST115,STA111",,,,55C,,53C,80A,60B,48D,,79A,,,66B,,,61B,,3.70,1.94,"AFE202,CSC205,MAT205,CSC2093,CSC211,CSC207,STA211,CSC201,MAT201,CSC203,AFE203,AFE2051,STA132,PHY107,GST115,STA111",,,,,12F,25F,16F,14F,,,70A,,,,,,,,,30F,,,45D,13F,,,45D,10F,0.93,1.94,"STA211,CSC201,CSC203,CSC207,CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC315,AFE202,CSC205,MAT205,CSC2093,CSC211,CSC207,STA211,CSC201,CSC203,AFE203,AFE2051,STA132,PHY107,GST115",,,,,,,,,45D,18F,46D,45D,,45D,45D,,,,,,1.68,1.70,"CSC304,CSC310,STA211,CSC201,CSC203,CSC207,CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC315,AFE202,CSC205,MAT205,CSC2093,CSC211,CSC207,STA211,CSC201,CSC203,AFE203,AFE2051,STA132,PHY107,GST115"
92,60B,45D,46D,70A,76A,45D,45D,81A,70A,70A,73A,73A,62B,4.00,4.00,PASS,,51C,,,87A,50C,64B,63B,66B,50C,60B,56C,53C,70A,3.67,3.85,PASS,,,60B,,,,,50C,72A,77A,71A,51C,57C,,,,,73A,70A,,,,,52C,4.24,3.85,PASS,,,87A,,,71A,73A,76A,48D,,79A,,,71A,,,67B,,4.43,4.07,PASS,,,,,,,,,,,78A,80A,70A,71A,70A,50C,67B,66B,,,66B,,,,,,,,4.46,4.07,PASS,,,,,,,,,82A,45D,62B,64B,50C,60B,70A,,,,,,3.91,4.15,PASS
93,65B,58C,50C,70A,74A,64B,76A,72A,74A,56C,78A,75A,60B,4.36,4.36,PASS,,70A,,70A,,75A,93A,61B,63B,72A,53C,60B,68B,63B,4.33,4.35,PASS,,,76A,,,,,78A,79A,70A,75A,70A,75A,,,,,72A,71A,,,,,60B,4.88,4.35,PASS,,,84A,,,82A,73A,70A,45D,,70A,,,65B,,,68B,,4.29,4.47,PASS,,,,,,,,,,,78A,77A,85A,83A,70A,85A,75A,74A,,,56C,,,,,,,,4.85,4.47,PASS,,,,,,,,,81A,76A,70A,85A,72A,85A,70A,,,,,,5.00,4.55,PASS
94,67B,56C,70A,70A,81A,60B,84A,81A,61B,57C,81A,51C,70A,4.50,4.50,PASS,81A,,71A,,,73A,82A,67B,67B,71A,60B,52C,70A,70A,4.46,4.48,PASS,,,,88A,,,,82A,93A,81A,81A,52C,72A,,,,,74A,83A,,,,,70A,4.84,4.48,PASS,,,74A,,,84A,71A,68B,60B,,80A,,,67B,,,72A,,4.57,4.59,PASS,,,,,,,,,,,70A,83A,89A,83A,77A,64B,82A,60B,,,61B,,,,,,,,4.69,4.59,PASS,,,,,,,,,81A,87A,73A,83A,72A,76A,63B,,,,,,4.86,4.61,PASS
95,50C,48D,45D,55C,63B,50C,64B,60B,45D,60B,68B,52C,45D,3.04,3.04,PASS,81A,,61B,,,71A,70A,61B,63B,60B,50C,55C,51C,45D,3.83,3.40,PASS,,,,74A,,,,50C,65B,64B,52C,45D,54C,,,,,50C,50C,,,,,45D,3.12,3.40,PASS,,,86A,,,72A,82A,63B,70A,,70A,,,71A,,,61B,,4.71,3.61,PASS,,,,,,,,,,,70A,70A,52C,65B,60B,50C,45D,45D,,,65B,,,,,,,,3.54,3.61,PASS,,,,,,,,,62B,50C,60B,60B,61B,45D,45D,,,,,,3.32,3.60,PASS
96,65B,56C,45D,51C,50C,50C,33F,45D,64B,46D,60B,45D,24F,2.39,2.39,"GST113,STA111",,62B,,,86A,50C,51C,54C,50C,60B,50C,46D,63B,60B,3.25,2.79,"GST113,STA111",,,71A,,,,,50C,45D,,30F,45D,66B,,45D,,,34F,61B,,,,51C,50C,2.30,2.79,"MAT201,CSC207,CSC205",,,69B,,,66B,64B,71A,61B,,73A,,,75A,,,58C,,4.24,2.96,"MAT201,CSC207,CSC205",,,,,,,45D,45D,,,72A,67B,50C,68B,60B,50C,,62B,,,,,52C,,,,,,3.40,2.96,"CSC311,GST301",,,,,,,,,71A,50C,61B,55C,56C,50C,51C,,,,,,3.50,3.06,"CSC311,GST301"
97,50C,47D,33F,60B,64B,48D,34F,46D,51C,67B,65B,68B,45D,2.57,2.57,"GST113,BIO101",,54C,,74A,,50C,70A,64B,62B,71A,50C,45D,70A,50C,3.71,3.10,"GST113,BIO101",,,52C,,81A,,,60B,75A,60B,54C,47D,54C,,,,,60B,73A,,,,,45D,3.79,3.10,GST113,,,75A,,,73A,65B,74A,71A,,84A,,,63B,,,68B,,4.57,3.59,GST113,,,,,,,,,,,70A,66B,51C,67B,54C,50C,73A,60B,45D,,58C,,,,,,,,3.68,3.59,PASS,,,,,,,,,66B,50C,70A,63B,51C,45D,65B,,,,,,3.59,3.61,PASS
98,46D,51C,50C,80A,85A,63B,58C,66B,70A,70A,76A,89A,76A,4.32,4.32,PASS,84A,,,78A,,64B,92A,61B,66B,81A,61B,51C,68B,70A,4.29,4.31,PASS,,,,90A,,,,84A,85A,73A,65B,56C,73A,,,,,82A,87A,,,,,86A,4.72,4.31,PASS,,,65B,,,81A,76A,74A,48D,,77A,,,66B,,,72A,,4.38,4.43,PASS,,,,,,,,,,,75A,77A,66B,73A,60B,71A,85A,77A,,,63B,,,,,,,,4.69,4.43,PASS,,,,,,,,,67B,65B,61B,78A,71A,60B,75A,,,,,,4.41,4.48,PASS
99,,,,,,,,,,,,,,0.00,0.00,"CSC101,STA111,CHM101,BIO101,AFE101,AFE103,GST111,GST113,GST115,PHY101,PHY103,PHY107,MAT101",,,,,,5F,0F,0F,0F,0F,0F,0F,0F,,0.00,0.00,"GST122,GST114,CSC104,PHY108,PHY102,MAT104,MAT102,CSC102,STA132,AFE124,AFE126,AFE128,AFE130,AFE132,CSC101,STA111,CHM101,BIO101,AFE101,AFE103,GST111,GST113,GST115,PHY101,PHY103,PHY107,MAT101",,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,"CSC211,CSC207,STA211,CSC2093,CSC201,CSC205,MAT201,CSC203,MAT205,AFE203,AFE2051,GST122,GST114,CSC104,PHY108,PHY102,MAT104,MAT102,CSC102,STA132,AFE124,AFE126,AFE128,AFE130,AFE132,CSC101,STA111,CHM101,BIO101,AFE101,AFE103,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205",,,,,,,,,,,,,,,,,,,0.00,0.00,"CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205,MAT201,CSC203,MAT205,AFE203,AFE2051,GST122,GST114,CSC104,PHY108,PHY102,MAT104,MAT102,CSC102,STA132,AFE124,AFE126,AFE128,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,"CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC299,CSC315,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205,MAT201,CSC203,MAT205,AFE203,AFE2051,GST122,GST114,CSC104,CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC299,CSC315,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205",,,,,,,,,,,,,,,,,,,,,0.00,0.00,"CSC302,CSC304,CSC306,CSC308,CSC310,CSC312,CSC314,CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC299,CSC315,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205,MAT201,CCSC302,CSC304,CSC306,CSC308,CSC310,CSC312,CSC314,CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC299,CSC315,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205"
100,45D,52C,45D,51C,50C,56C,45D,57C,63B,47D,64B,75A,54C,2.96,2.96,PASS,,66B,,,91A,50C,53C,61B,57C,70A,54C,52C,51C,55C,3.46,3.19,PASS,,,70A,,,,,55C,50C,53C,61B,50C,61B,,,,,65B,60B,,,,,60B,3.60,3.19,PASS,,,78A,,,77A,77A,70A,48D,,70A,,,71A,,,71A,,4.57,3.59,PASS,,,,,,,,,,,70A,63B,53C,68B,55C,50C,81A,77A,,,63B,,,,,,,,4.00,3.59,PASS,,,,,,,,,70A,46D,62B,72A,54C,60B,74A,,,,,,4.05,3.68,PASS
101,62B,54C,45D,60B,73A,51C,52C,51C,70A,72A,72A,63B,55C,3.79,3.79,PASS,,73A,,76A,,60B,73A,61B,65B,71A,50C,62B,66B,71A,4.29,4.02,PASS,,,76A,,,,,65B,79A,73A,77A,56C,73A,,,,,72A,65B,,,,,70A,4.60,4.02,PASS,,,78A,,,83A,71A,70A,50C,,71A,,,73A,,,74A,,4.71,4.32,PASS,,,,,,,,,,,75A,78A,82A,80A,72A,65B,83A,77A,,,68B,,,,,,,,4.81,4.32,PASS,,,,,,,,,83A,72A,70A,77A,84A,81A,62B,,,,,,4.86,4.42,PASS
102,45D,53C,24F,56C,45D,35F,26F,31F,67B,39F,61B,73A,50C,1.93,1.93,"PHY101,GST113,GST115,BIO101,GST111",,36F,,,90A,45D,45D,46D,45D,16F,17F,45D,45D,45D,1.54,1.75,"MAT102,MAT104,AFE126,PHY101,GST113,GST115,BIO101,GST111",,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.75,"CSC211,CSC207,STA211,CSC2093,CSC201,CSC205,MAT201,CSC203,MAT205,AFE203,AFE2051,MAT102,MAT104,AFE126,PHY101,GST113,GST115,BIO101,GST111",,,,,,,,,,,,,,,,,,,0.00,1.75,"CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205,MAT201,CSC203,MAT205,AFE203,AFE2051,MAT102,MAT104,AFE126,PHY101,GST113,GST115,BIO101,GST111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.75,"CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC299,CSC315,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205,MAT201,CSC203,MAT205,AFE203,AFE2051,MAT102,MAT104,AFE126,CSC301,CSC305,CSC311,CSC303,CSC309",,,,,,,,,,,,,,,,,,,,,0.00,1.75,"CSC302,CSC304,CSC306,CSC308,CSC310,CSC312,CSC314,CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC299,CSC315,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211,CSC207,STA211,CSC2093,CSC201,CSC205,MAT201,CCSC302,CSC304,CSC306,CSC308,CSC310,CSC312,CSC314,CSC301,CSC305,CSC311,CSC303,CSC309"
103,45D,46D,23F,45D,45D,45D,47D,26F,53C,39F,54C,68B,45D,1.75,1.75,"GST115,PHY101,BIO101",,46D,,62B,,31F,45D,47D,50C,45D,19F,46D,46D,45D,1.67,1.71,"MAT104,CSC102,GST115,PHY101,BIO101",,,64B,,52C,,,45D,66B,45D,28F,21F,47D,,,,,61B,45D,,,,,45D,2.25,1.71,"CSC207,CSC2093,GST115,PHY101",,,76A,47D,,72A,,65B,62B,,51C,,54C,67B,,,62B,,3.71,2.32,"CSC204,CSC207,CSC2093,GST115,PHY101",,,,,,,,4F,,,65B,64B,45D,60B,46D,50C,50C,23F,,,58C,,,,,,,,2.48,2.32,"CSC315,CSC204,CSC207,CSC2093,GST115,PHY101",,,,,,,,,62B,45D,50C,81A,50C,45D,56C,,,,,,3.18,2.35,"CSC315,CSC204,CSC207,CSC2093,GST115,PHY101"
104,65B,0F,46D,60B,60B,52C,60B,45D,66B,56C,61B,85A,54C,3.29,3.29,AFE103,,51C,,52C,,61B,76A,51C,60B,60B,61B,60B,66B,46D,3.79,3.52,AFE103,,54C,57C,,,,,50C,71A,61B,54C,48D,64B,,,,,72A,70A,,,,,51C,3.77,3.52,PASS,,,81A,,,74A,67B,66B,55C,,81A,,,70A,,,69B,,4.29,3.75,PASS,,,,,,,,,,,71A,82A,70A,71A,63B,61B,75A,72A,,,62B,,,,,,,,4.69,3.75,PASS,,,,,,,,,79A,53C,63B,70A,80A,63B,61B,,,,,,4.32,3.94,PASS
105,50C,58C,45D,52C,55C,38F,47D,60B,60B,51C,66B,23F,25F,2.43,2.43,"GST111,PHY107,STA111",,45D,,,100A,50C,77A,51C,54C,50C,50C,46D,64B,55C,3.21,2.79,"GST111,PHY107,STA111",,,,,,,,45D,60B,,50C,55C,66B,45D,,,,45D,50C,,,68B,52C,46D,2.78,2.79,"CSC205,AFE203,AFE2051",,,80A,,,64B,63B,71A,54C,,74A,,,60B,,,64B,,4.14,3.07,"CSC205,AFE203,AFE2051",,,,,,,45D,,,,70A,55C,50C,63B,60B,46D,60B,55C,,,60B,,,,,,,,3.38,3.07,"AFE203,AFE2051",,,,,,,,,70A,45D,61B,72A,55C,45D,71A,,,,,,3.77,3.14,"AFE203,AFE2051"
106,53C,46D,46D,51C,56C,46D,47D,47D,45D,0F,58C,80A,45D,2.29,2.29,PHY101,,61B,,,98A,50C,60B,61B,55C,60B,45D,46D,60B,53C,3.25,2.73,PHY101,,,61B,,,,,50C,66B,60B,45D,53C,,,,,,76A,53C,50C,,,,45D,3.27,2.73,CSC211,,,,,,,,,,,,,,,,,,,0.00,2.91,"CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,2.91,"CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC299,CSC315,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211",,,,,,,,,,,,,,,,,,,,,0.00,2.91,"CSC302,CSC304,CSC306,CSC308,CSC310,CSC312,CSC314,CSC301,CSC305,CSC311,CSC303,CSC309,CSC307,GST301,CSC299,CSC315,CSC208,CSC206,CSC202,CSC204,AFE202,MAT204,PHY202,GST212,CSC211"
107,45D,53C,31F,45D,47D,50C,37F,27F,45D,22F,51C,59C,45D,1.57,1.57,"GST115,GST113,PHY101,BIO101",,46D,,,90A,50C,77A,50C,51C,50C,45D,45D,45D,45D,2.92,2.19,"GST115,GST113,PHY101,BIO101",,,45D,,19F,,,60B,46D,,,45D,46D,,45D,48D,,26F,56C,45D,,,,6F,1.68,2.19,"STA211,MAT201,CSC207,CSC205,BIO101",,,72A,,,61B,66B,66B,48D,,76A,,,71A,,,52C,,3.86,2.40,"STA211,MAT201,CSC207,CSC205,BIO101",,,,,,,45D,45D,,,80A,,63B,67B,60B,,54C,,,,,,56C,,,,,45D,3.22,2.40,"CSC301,CSC309,GST301,CSC315,BIO101",,,,,,,,,70A,70A,60B,60B,60B,45D,16F,,,,,,3.50,2.57,"CSC314,CSC301,CSC309,GST301,CSC315,BIO101"
108,45D,45D,45D,46D,50C,47D,29F,45D,61B,45D,50C,68B,15F,2.11,2.11,"GST113,STA111",,55C,,,71A,45D,45D,45D,45D,45D,45D,60B,63B,45D,2.50,2.29,"GST113,STA111",,,,,,,,60B,50C,50C,46D,52C,,,45D,,,45D,50C,,,,45D,45D,2.61,2.29,"CSC211,AFE203,AFE2051",,,76A,,,71A,70A,66B,54C,,73A,,,64B,,,63B,,4.29,2.79,"CSC211,AFE203,AFE2051",,45D,,,,,,,,72A,76A,70A,58C,70A,76A,71A,70A,60B,,,57C,,,,,,,,4.43,2.79,PASS,,,,,,,,,62B,60B,50C,62B,62B,70A,60B,,,,,,4.00,3.15,PASS
109,57C,52C,45D,51C,53C,50C,45D,45D,67B,56C,61B,53C,50C,2.93,2.93,PASS,,57C,56C,,,45D,70A,62B,70A,60B,50C,46D,68B,46D,3.33,3.12,PASS,,,67B,,,,,62B,63B,50C,52C,52C,63B,,,,,50C,67B,,,,,45D,3.32,3.12,PASS,,,84A,,,54C,71A,64B,51C,,74A,,,71A,,,73A,,4.29,3.42,PASS,,,,,,,,,,,85A,66B,52C,71A,60B,45D,51C,66B,,,60B,,,,,,,,3.77,3.42,PASS,,,,,,,,,78A,56C,61B,76A,62B,72A,71A,,,,,,4.45,3.49,PASS
